district,k,seed,timesteps,eval_reward,approx_kl,clip_fraction,clip_range,entropy_loss,explained_variance,learning_rate,loss,policy_gradient_loss,value_loss,baseline,eval_delta
송파구,3,42,140000.0,-1173.8190562112452,1.2242235243320465e-06,0.0,0.1,-0.5979762971401215,0.03403204679489136,0.0001,4694.6220703125,-6.690826267004013e-05,9974.5232421875,-1225.7996363883465,51.980580177101274
송파구,3,42,160000.0,-1173.8190562112452,8.690403774380684e-07,0.0,0.1,-0.44208872616291045,0.9733139872550964,0.0001,13.85171127319336,-6.987289525568485e-05,39.66182537078858,-1225.7996363883465,51.980580177101274
송파구,3,42,170000.0,-1173.8190562112452,5.962792783975601e-07,0.0,0.1,-0.5666084229946137,0.711281418800354,0.0001,295.08746337890625,-2.408195286989212e-05,641.2412963867188,-1225.7996363883465,51.980580177101274
송파구,3,777,20000.0,-1215.5474805979998,0.0003338723909109831,0.0,0.1,-0.9815734624862671,-2.5987625122070312e-05,0.0001,46.062686920166016,-0.0009215790778398514,100.07984619140625,-1225.7996363883465,10.252155790346706
송파구,3,777,40000.0,-1213.2270098996514,4.805624485015869e-07,0.0,0.1,-0.8517312586307526,0.00010091066360473633,0.0001,786.2107543945312,-2.851104363799095e-05,1331.1175537109375,-1225.7996363883465,12.57262648869505
송파구,3,777,60000.0,-1243.389059775495,4.4761691242456436e-07,0.0,0.1,-0.830687552690506,0.004274308681488037,0.0001,5383.78857421875,-7.05420970916748e-06,10327.77880859375,-1225.7996363883465,-17.5894233871486
송파구,3,777,80000.0,-1244.4589347002152,2.116081304848194e-06,0.0,0.1,-0.7197726011276245,0.15598219633102417,0.0001,93.05691528320312,-0.00011326209641993046,259.3094757080078,-1225.7996363883465,-18.659298311868724
송파구,3,777,100000.0,-1243.5912391665845,7.504480890929699e-06,0.0,0.1,-0.7599550247192383,0.8127325773239136,0.0001,205.72869873046875,-0.00015088189393281938,401.5029327392578,-1225.7996363883465,-17.79160277823803
송파구,3,777,120000.0,-1243.2642476141052,8.088524919003248e-05,0.0,0.1,-0.7207102477550507,0.6410499811172485,0.0001,885.975830078125,0.0009196639060974121,1844.2927734375,-1225.7996363883465,-17.464611225758745
송파구,3,777,140000.0,-1242.3832861780807,5.2386894822120667e-08,0.0,0.1,-0.7241802334785461,0.16611140966415405,0.0001,14147.779296875,-1.2878701090812683e-05,24483.455078125,-1225.7996363883465,-16.58364978973418
송파구,3,777,160000.0,-1243.5189084185686,3.27106099575758e-05,0.0,0.1,-0.8147166013717652,0.3026275038719177,0.0001,1065.77294921875,-0.0002065451815724373,2007.4936401367188,-1225.7996363883465,-17.7192720302221
송파구,3,777,170000.0,-1244.0436242393134,0.00011753931175917387,0.0,0.1,-0.8132090508937836,0.8453024625778198,0.0001,489.7181091308594,-0.0008514842018485069,1055.8082336425782,-1225.7996363883465,-18.24398785096696
양천구,3,123,20000.0,-1109.6738628417054,2.7974601835012436e-06,0.0,0.1,-0.8304808974266052,0.0007799267768859863,0.0001,971.5324096679688,-8.624414913356304e-05,1934.0433837890625,-1083.31537299746,-26.35848984424547
양천구,3,123,40000.0,-1107.8467866722751,2.9802322387695312e-08,0.0,0.1,-0.6970707416534424,0.0003133416175842285,0.0001,3005.57958984375,-7.740361616015434e-06,5183.612646484375,-1083.31537299746,-24.531413674815212
